Lecture,Age,Major,Zip Code,Latitude,Longitude,Pizza topping,Pet preference,Runner,Sleep habit,Procrastinator
LEC006,18,Computer Science,53706,-31.959153,-244.161255,green pepper,dog,No,night owl,Yes
LEC002,24,Computer Science,53715,30.704852,104.003904,mushroom,neither,Yes,no preference,Maybe
LEC005,19,Engineering: Mechanical,53705,40.712776,-74.005974,pepperoni,dog,No,early bird,No
LEC004,22,Science: Biology/Life,53705,39.758161,39.758161,pepperoni,cat,No,early bird,Yes
LEC005,20,Statistics,53703,43.073051,-89.40123,sausage,dog,Yes,night owl,Yes
LEC001,19,Data Science,53703,41,87,sausage,dog,No,no preference,No
LEC004,20,Engineering: Mechanical,53726,58.2996,14.4444,sausage,cat,No,night owl,Maybe
LEC005,18,Engineering: Mechanical,53562,1.3521,103.8198,green pepper,cat,No,early bird,Maybe
LEC002,19,Engineering: Mechanical,53703,44.46534,-72.684303,green pepper,cat,Yes,night owl,Yes
LEC002,20,Engineering: Industrial,53726,43.038902,-87.906471,pepperoni,dog,No,night owl,Yes
LEC006,18,Business: Actuarial,53706,45.464203,9.189982,pepperoni,cat,Yes,night owl,Yes
LEC006,18,Computer Science,53715,30.58198,114.268066,sausage,cat,Yes,early bird,Maybe
LEC004,19,Business: Finance,53706,41.878113,-87.629799,pepperoni,dog,No,early bird,No
LEC005,18,Business: Finance,53706,40.416775,-3.70379,pepperoni,dog,Yes,early bird,No
LEC001,20,Science: Other|Environmental Science,53715,41.878113,-87.629799,green pepper,cat,No,early bird,No
LEC002,22,Computer Science,53715,42,-71,mushroom,cat,No,night owl,Maybe
LEC001,24,Economics,53703,40,-90,pineapple,dog,No,night owl,Yes
LEC006,19,Business: Information Systems,53715,40.712776,-74.005974,basil/spinach,dog,No,night owl,Yes
LEC002,19,Data Science,53703,33.4942,89.4959,sausage,dog,No,night owl,Maybe
LEC003,20,Engineering: Mechanical,53715,43.02833,-87.971467,pepperoni,neither,Yes,night owl,Maybe
LEC001,,Data Science,53706,40.416775,-3.70379,none (just cheese),dog,Yes,no preference,Yes
LEC003,19,Engineering: Mechanical,53715,43.07,-89.4,pepperoni,dog,No,no preference,Maybe
LEC006,18,Data Science,53706,46.683334,7.85,mushroom,dog,Yes,no preference,No
LEC003,19,Engineering: Biomedical,53703,31.046051,34.851612,Other,dog,No,night owl,Maybe
LEC003,18,Data Science,53705,31.23,121.47,mushroom,dog,Yes,night owl,Maybe
LEC005,19,Engineering: Mechanical,53703,42.00741,-87.69384,mushroom,dog,No,night owl,Yes
LEC001,37,Data Science,53718,43.073051,-89.40123,green pepper,dog,No,no preference,Maybe
LEC003,20,History,53703,31.62,74.8765,Other,cat,Yes,early bird,No
LEC002,20,Economics,53703,38.627003,-90.199402,mushroom,dog,Yes,night owl,Yes
LEC005,20,Engineering: Mechanical,53703,40,-74,none (just cheese),dog,Yes,early bird,No
LEC005,18,Data Science,53706,23.7275,37.9838,pepperoni,dog,Yes,early bird,Yes
LEC004,20,Mathematics/AMEP,53703,34.746613,113.625328,sausage,neither,Yes,early bird,Maybe
LEC001,21,Data Science,53703,30.572351,121.776761,pepperoni,cat,No,night owl,Maybe
LEC005,,Data Science,53715,35.72,-78.89,pepperoni,dog,No,night owl,Yes
LEC005,20,Information science,53590,44.92556,-89.51539,pepperoni,dog,No,night owl,Yes
LEC002,22,Mathematics/AMEP,53704,40.76078,-111.891045,pineapple,dog,Yes,night owl,No
LEC001,22,consumer behavior and marketplace studies,53715,43.653225,-79.383186,mushroom,cat,Yes,night owl,No
LEC004,22,Computer Science,53703,10.315699,123.885437,sausage,dog,Yes,early bird,No
LEC002,20,Conservation Biology,53703,40.16573,-105.101189,pineapple,dog,No,night owl,Yes
LEC005,20,Computer Science,53726,39.4817,106.0384,Other,neither,Yes,early bird,Yes
LEC005,19,Mathematics/AMEP,53715,48.85,2.35,sausage,cat,No,night owl,Maybe
LEC005,19,Data Science,53706,30.572815,104.066803,mushroom,neither,No,early bird,Yes
LEC004,24,Business: Information Systems,53703,37.566536,126.977966,tater tots,dog,No,early bird,No
LEC004,19,Economics,53703,52.877491,-118.08239,pepperoni,dog,No,night owl,Yes
LEC004,21,Computer Science,53703,28.538336,-81.379234,pepperoni,dog,No,night owl,Yes
LEC006,18,Data Science,53706,41.4,-81.9,sausage,dog,Yes,night owl,Maybe
LEC002,21,Science: Biology/Life,53703,43.038902,-87.906471,none (just cheese),neither,No,no preference,Yes
LEC004,21,Data Science,53703,3.86,-54.2,macaroni/pasta,dog,No,early bird,No
LEC004,19,Engineering: Mechanical,53715,39.952583,-75.165222,macaroni/pasta,dog,Yes,no preference,Yes
LEC004,20,Science: Other,53715,21.3099,157.8581,pineapple,dog,No,early bird,Yes
LEC005,21,Data Science,48823,11.451419,19.81,mushroom,neither,No,night owl,Maybe
LEC001,20,Computer Science,53715,41,-87,Other,dog,No,night owl,Yes
LEC005,21,Data Science,53705,42.3601,71.0589,pepperoni,dog,Yes,no preference,Yes
LEC005,19,Computer Science,53706,48.856613,2.352222,pepperoni,dog,Yes,night owl,Maybe
LEC001,17,Statistics,53715,43.0722,89.4008,pineapple,dog,No,early bird,Maybe
LEC001,20,Economics,53715,27.99942,120.66682,pepperoni,dog,Yes,early bird,No
LEC001,19,Mathematics/AMEP,53711,45.85038,-84.616989,pineapple,cat,No,night owl,Yes
LEC004,20,Computer Science,53711,40.842358,111.749992,pineapple,cat,No,night owl,Maybe
LEC003,18,Engineering: Mechanical,53706,39.738449,-104.984848,pepperoni,dog,No,early bird,Yes
LEC003,21,Statistics,53705,41.878113,-87.629799,macaroni/pasta,dog,No,night owl,Yes
LEC006,19,Engineering: Industrial,60540,41.878113,-87.629799,none (just cheese),dog,No,night owl,No
LEC004,19,Engineering: Mechanical,53703,40.6263,14.3758,mushroom,dog,No,early bird,No
LEC004,22,Engineering: Other|Chemical Engineering,53703,48.13913,11.58022,macaroni/pasta,dog,Yes,night owl,Yes
LEC004,21,Economics (Mathematical Emphasis),53703,52.520008,13.404954,pepperoni,dog,No,night owl,No
LEC004,25,Science: Other|Biophysics PhD,53705,30.21161,-97.80999,pineapple,dog,No,night owl,Yes
LEC003,19,Computer Science,53716,25.49443,-103.59581,pepperoni,cat,No,no preference,Yes
LEC003,19,Data Science,53706,64.963051,-19.020836,pineapple,dog,No,no preference,No
LEC006,19,Computer Science,53706,41.878113,-87.629799,pepperoni,cat,No,night owl,Maybe
LEC001,23,Economics,53703,43.07348,-89.38089,pepperoni,dog,No,night owl,Yes
LEC001,29,Business: Other|Technology Strategy/ Product Management,53705,37.386051,-122.083855,Other,cat,No,no preference,Maybe
LEC002,,Engineering: Mechanical,53706,14.34836,100.576271,pepperoni,neither,No,no preference,Maybe
LEC004,20,Undecided,53715,37.566536,126.977966,none (just cheese),neither,No,night owl,Yes
LEC006,19,Engineering: Mechanical,53703,27.993828,120.699364,sausage,neither,No,no preference,Yes
LEC002,,Computer Science,53705,25.032969,121.565414,pineapple,dog,No,night owl,Yes
LEC005,20,Mathematics/AMEP,53703,32.060253,118.796875,pineapple,cat,Yes,night owl,Maybe
LEC003,,Business: Other,53706,50.07553,14.4378,pepperoni,dog,Yes,night owl,Maybe
LEC006,21,Data Science,57303,32.715736,-117.161087,macaroni/pasta,cat,Yes,no preference,Yes
LEC006,18,Engineering: Mechanical,53706,45.5579,94.1632,sausage,dog,No,night owl,Yes
LEC001,18,Engineering: Biomedical,53715,43.073051,-89.40123,sausage,dog,No,early bird,Yes
LEC005,19,Engineering: Mechanical,53706,38.571739,-109.550797,pepperoni,cat,No,night owl,Yes
LEC003,18,Engineering: Mechanical,53706,41.902782,12.496365,pepperoni,dog,Yes,night owl,No
LEC002,21,Data Science,53711,120,30,sausage,dog,Yes,night owl,Maybe
LEC004,18,Engineering: Biomedical,53706,40.014984,-105.270546,green pepper,dog,No,night owl,Yes
LEC004,20,Engineering: Mechanical,53715,53.2779,6.1058,sausage,dog,Yes,no preference,Yes
LEC003,17,Science: Physics,53706,50.088153,14.399437,Other,cat,No,night owl,Yes
LEC002,19,Engineering: Industrial,53705,35.084385,-106.650421,pineapple,cat,No,night owl,Yes
LEC003,20,Engineering: Mechanical,53703,44.501343,-88.06221,pepperoni,dog,No,night owl,Yes
LEC003,18,Engineering: Mechanical,53703,45.659302,-92.466164,macaroni/pasta,dog,No,no preference,Maybe
LEC003,19,Data Science,53703,16.896721,42.5536,none (just cheese),neither,No,early bird,Maybe
LEC001,18,Data Science,53703,23.885942,45.079163,mushroom,neither,No,early bird,Maybe
LEC006,19,Engineering: Mechanical,53703,55.953251,-3.188267,mushroom,cat,Yes,night owl,Yes
LEC001,30,Business: Other,53705,43.07175,-89.46498,pineapple,cat,No,early bird,No
LEC006,18,Political Science,53706,39.640263,-106.374191,green pepper,dog,No,early bird,No
LEC005,23,Business: Information Systems,53705,27.99,120.69,green pepper,dog,No,night owl,No
LEC003,18,Graphic Design,53706,40.713051,-74.007233,Other,dog,Yes,early bird,Yes
LEC002,21,Economics,53715,37.369171,-122.112473,mushroom,dog,No,night owl,No
LEC005,18,Computer Science,53706,21.3099,157.8581,pepperoni,cat,No,night owl,Yes
LEC002,19,Business: Other|Marketing,53706,59.913868,10.752245,macaroni/pasta,dog,No,night owl,Maybe
LEC003,20,Cartography and GIS,53726,43.0722,89.4008,sausage,cat,No,early bird,Maybe
LEC005,21,Economics,53705,25.032969,120.960518,sausage,dog,Yes,night owl,Maybe
LEC005,19,Engineering: Industrial,53703,42.03992,87.67732,sausage,dog,Yes,night owl,Yes
LEC003,,Computer Science,53706,35.443081,139.362488,sausage,dog,Yes,night owl,Yes
LEC002,22,Sociology,53703,53.483959,-2.244644,pepperoni,dog,No,night owl,Yes
LEC002,18,Undecided,53706,43.073051,-89.40123,pineapple,dog,Yes,night owl,Yes
LEC004,19,Engineering: Biomedical,53706,-37.81,144.96,sausage,dog,Yes,night owl,Yes
LEC005,21,Mathematics/AMEP,53703,22.542883,114.062996,pepperoni,cat,No,no preference,Maybe
LEC002,20,Statistics,53715,23,113,pineapple,dog,No,night owl,Maybe
LEC001,20,Business: Other|Consumer Behavior and Marketplace Studies,53703,40.76078,-111.891045,green pepper,dog,Yes,early bird,Maybe
LEC001,21,Data Science,53705,40.712776,-74.005974,pepperoni,cat,No,night owl,Maybe
LEC002,19,Engineering: Mechanical,53703,26.345631,-81.779083,pepperoni,dog,Yes,night owl,Yes
LEC004,19,Engineering: Mechanical,53715,40.62632,14.37574,pepperoni,dog,No,no preference,Maybe
LEC003,18,Engineering: Other,53706,40.73061,-73.9808,mushroom,dog,No,night owl,No
LEC006,18,Atmospheric Sciences,53706,39.74,-104.99,sausage,dog,Yes,night owl,Maybe
LEC002,20,Data Science,53703,43.073051,-89.40123,macaroni/pasta,dog,Yes,early bird,Yes
LEC006,18,Engineering: Mechanical,53706,32.7157,117.1611,pineapple,dog,Yes,night owl,Yes
LEC004,18,Computer Science,53706,51.507351,-0.127758,green pepper,dog,No,night owl,Yes
LEC004,19,Education,53715,32.715736,-117.161087,pepperoni,dog,No,night owl,Yes
LEC004,26,Languages,53703,50.11,8.68,sausage,dog,No,no preference,Yes
LEC005,21,Economics (Mathematical Emphasis),53715,55.676098,12.568337,pepperoni,cat,No,night owl,Maybe
LEC004,53,Mathematics/AMEP,53555,47.6,-122.3,mushroom,dog,No,night owl,Yes
LEC004,17,Computer Science,53706,43.073051,-89.40123,Other,dog,No,night owl,Yes
LEC006,18,Engineering Mechanics (Aerospace Engineering),53706,43.038902,-87.906471,pepperoni,cat,No,night owl,No
LEC002,20,Engineering: Mechanical,53715,23.7157,117.1611,none (just cheese),cat,Yes,night owl,Maybe
LEC002,22,Science: Other|Psychology,53703,37.82034,-122.47872,mushroom,dog,No,early bird,No
LEC002,22,Computer Science,53705,34.052235,-118.243683,basil/spinach,dog,No,night owl,Yes
LEC004,26,Science: Biology/Life,53715,33.962425,-83.378622,pineapple,neither,Yes,no preference,Yes
LEC002,18,Economics,53715,41.878113,-87.629799,basil/spinach,cat,No,night owl,Maybe
LEC004,24,Engineering: Other|Civil and Environmental Engineering,53703,47.5,19.04,pepperoni,dog,Yes,early bird,Maybe
LEC004,19,Engineering: Biomedical,53711,40.712776,74.005974,pineapple,dog,No,early bird,No
LEC001,19,Engineering: Mechanical,53715,43,-90,sausage,dog,No,no preference,Maybe
LEC006,18,Data Science,94707,37.566536,126.977966,pineapple,dog,Yes,night owl,Yes
LEC006,20,Undecided,53719,62.2001,58.9638,Other,cat,Yes,night owl,Maybe
LEC002,18,Engineering: Mechanical,53706,44.977753,-93.265015,none (just cheese),cat,Yes,night owl,Yes
LEC001,20,Business: Information Systems,53711,34.385204,132.455292,pepperoni,dog,No,early bird,Yes
LEC005,19,Engineering: Biomedical,53703,41.8781,87.6298,macaroni/pasta,dog,No,night owl,No
LEC002,19,Engineering: Biomedical,53703,37.98381,23.727539,macaroni/pasta,dog,No,night owl,Maybe
LEC005,18,Data Science,53706,40,74,pepperoni,dog,No,no preference,Yes
LEC002,19,Engineering: Mechanical,53711,41.95881,-85.32536,Other,dog,No,no preference,No
LEC005,18,Data Science,53706,32.715736,-117.161087,sausage,dog,No,night owl,Maybe
LEC002,18,Undecided,53706,43.060791,-88.119217,Other,neither,No,early bird,Yes
LEC004,21,Science: Other,53715,27.963989,-82.799957,pineapple,dog,No,night owl,Yes
LEC006,18,Data Science,53706,1.352083,103.819839,sausage,dog,No,night owl,Yes
LEC005,19,Data Science,53703,-33.92487,18.424055,none (just cheese),dog,No,night owl,Yes
LEC001,22,International Studies,53703,48.13913,11.58022,none (just cheese),cat,No,night owl,Yes
LEC001,19,Engineering: Other,53715,38.331581,-75.086159,macaroni/pasta,dog,No,no preference,Yes
LEC002,19,Business: Information Systems,53715,44.5,-88,pepperoni,dog,No,night owl,Yes
LEC002,19,Data Science,53705,21.59143,-158.01743,Other,dog,Yes,night owl,Yes
LEC002,,Business: Finance,53593,45.813042,9.080931,Other,dog,No,early bird,Yes
LEC003,21,Business: Information Systems,53703,43.612255,-110.705429,sausage,dog,Yes,no preference,No
LEC001,21,Data Science,53703,41.00824,28.978359,pepperoni,cat,Yes,early bird,No
LEC002,18,Engineering: Biomedical,53706,17.385044,78.486671,green pepper,dog,No,night owl,Yes
LEC006,21,Political Science,53703,45.512,-122.658,sausage,dog,No,night owl,Yes
LEC003,18,Engineering: Mechanical,53706,41.902782,12.496365,pepperoni,dog,No,early bird,Maybe
LEC005,19,Engineering: Mechanical,53703,-36.848461,174.763336,none (just cheese),dog,Yes,no preference,No
LEC002,,Data Science,53713,30.316496,78.032188,mushroom,cat,Yes,night owl,Yes
LEC002,,Business: Information Systems,53703,35.689487,139.691711,sausage,dog,Yes,night owl,Maybe
LEC005,18,Data Science,53706,52.520008,13.404954,pineapple,dog,Yes,early bird,No
LEC005,19,Computer Science,53706,41.3784,2.1686,sausage,cat,No,no preference,Yes
LEC003,20,Engineering: Mechanical,53715,41.878113,-87.629799,Other,cat,No,night owl,Yes
LEC004,20,Computer Science,53703,43.073051,-89.40123,none (just cheese),cat,Yes,night owl,Yes
LEC006,23,Data Science,53703,17.05423,-96.713226,basil/spinach,dog,No,night owl,Maybe
LEC001,19,Engineering: Mechanical,53706,43.77195,-88.43383,pepperoni,dog,No,early bird,Maybe
LEC001,20,Economics,53726,42.92,-87.96,pepperoni,dog,Yes,early bird,No
LEC001,19,Engineering: Mechanical,53715,29.424122,-98.493629,mushroom,dog,Yes,early bird,Maybe
LEC004,18,Computer Science,53706,30.267153,-97.743057,pepperoni,dog,No,night owl,Yes
LEC005,,Computer Science,53715,44.9778,93.265,sausage,cat,Yes,night owl,Yes
LEC003,19,Science: Other,53715,41.9028,12.4964,pepperoni,dog,No,night owl,Yes
LEC004,19,Data Science,53715,61.2176,149.8997,pineapple,cat,Yes,night owl,Maybe
LEC001,20,Agricultural and Applied Economics,53703,-22.932924,-47.073845,pineapple,cat,Yes,early bird,Maybe
LEC003,18,Computer Science,53706,52.370216,4.895168,basil/spinach,cat,No,night owl,Maybe
LEC003,19,Engineering: Industrial,53703,5.838715,3.603516,pepperoni,dog,Yes,early bird,No
LEC005,19,Engineering: Mechanical,53715,48.502281,-113.988533,sausage,dog,No,night owl,Yes
LEC004,41,Languages,53705,29.654839,91.140549,pepperoni,cat,No,night owl,Yes
LEC002,21,Business: Other|MHR,53703,44,125,Other,neither,No,night owl,Maybe
LEC005,24,Business: Other,53703,43.073051,-89.40123,pineapple,dog,No,night owl,Yes
LEC002,18,Undecided,53706,46.786671,-92.100487,none (just cheese),cat,No,no preference,Yes
LEC004,18,Engineering: Biomedical,53705,35.689487,139.691711,basil/spinach,dog,No,night owl,Yes
LEC001,25,Medicine,53703,48.38203,-123.537827,basil/spinach,dog,Yes,early bird,No
LEC004,19,Science: Biology/Life,53705,46.009991,-91.482094,pineapple,dog,No,early bird,No
LEC005,21,Science: Other|Personal Finance,53703,28.228209,112.938812,pepperoni,cat,Yes,night owl,Yes
LEC004,18,Data Science,53706,35.689487,139.691711,pepperoni,dog,No,night owl,Maybe
LEC006,21,Mathematics/AMEP,53703,41.878113,-87.629799,pineapple,cat,Yes,night owl,Maybe
LEC005,18,Environmental science,53706,31.224361,121.46917,mushroom,dog,No,night owl,Yes
LEC005,18,Engineering: Industrial,53706,40.712776,-74.005974,pepperoni,dog,Yes,night owl,Yes
LEC001,20,Business: Other|Real Estate,53703,51.5,0.128,mushroom,dog,Yes,no preference,Maybe
LEC001,19,Computer Science,53706,40,-74,pepperoni,cat,No,night owl,Yes
LEC003,19,Engineering: Mechanical,53715,44,-94,pineapple,dog,No,early bird,No
LEC001,19,Data Science,53715,40.712776,-74.005974,pepperoni,dog,No,early bird,No
LEC005,18,Engineering: Industrial,53703,41.385063,2.173404,pepperoni,dog,Yes,no preference,Yes
LEC002,20,Engineering: Industrial,53715,22.3,91.8,sausage,cat,Yes,early bird,Maybe
LEC001,24,Engineering: Industrial,53705,13.100485,77.594009,none (just cheese),dog,Yes,no preference,Maybe
LEC004,19,Statistics,53706,36.778259,-119.417931,pineapple,cat,No,night owl,Yes
LEC005,21,Economics,53703,40.016869,-105.279617,pepperoni,cat,Yes,night owl,Yes
LEC003,19,Economics (Mathematical Emphasis),53705,31.230391,121.473701,sausage,neither,Yes,no preference,Maybe
LEC003,19,Business: Finance,53706,22.270979,113.576675,pepperoni,dog,Yes,night owl,Yes
LEC003,21,Computer Science,53705,43.073051,-89.40123,green pepper,cat,No,no preference,Maybe
LEC001,28,Science: Biology/Life,53703,7.190708,125.455338,sausage,dog,No,night owl,Yes
LEC004,18,Statistics,53703,60.472023,8.468946,none (just cheese),dog,No,early bird,No
LEC002,19,Computer Science,53715,41.73993,-88.09423,mushroom,cat,Yes,no preference,Yes
LEC002,21,Economics,53703,26.074301,119.296539,mushroom,cat,No,no preference,Maybe
LEC002,20,Engineering: Industrial,53715,2.188477,41.379179,sausage,dog,No,night owl,Yes
LEC003,21,Science: Other|Environmental Science,53703,20.8,-156.3,basil/spinach,cat,No,early bird,Maybe
LEC006,18,Engineering: Mechanical,53706,25.204849,55.270782,pepperoni,dog,No,night owl,Yes
LEC002,18,Data Science,53706,42.360081,-71.058884,sausage,dog,Yes,night owl,Yes
LEC004,23,Engineering: Mechanical,53703,38.82097,-104.78163,sausage,dog,No,night owl,No
LEC001,19,Engineering: Industrial,53715,47.606209,-122.332069,pepperoni,cat,No,night owl,No
LEC006,19,Sociology,53703,43.05977,-87.88491,basil/spinach,dog,No,night owl,Maybe
LEC005,19,Engineering: Mechanical,53711,38.8951,-77.0364,pepperoni,dog,Yes,night owl,No
LEC005,19,Engineering: Mechanical,53703,41.881832,87.6298,pepperoni,dog,No,no preference,Yes
LEC002,20,Engineering: Mechanical,53703,46.453825,7.436478,pineapple,dog,Yes,night owl,Yes
LEC002,20,Economics,53703,30.49996,117.050003,Other,dog,No,early bird,Maybe
LEC004,21,Science: Other|Psychology,53715,23.12911,113.264381,none (just cheese),cat,No,night owl,Maybe
LEC002,18,Science: Biology/Life,53706,40.7831,73.9712,basil/spinach,dog,Yes,night owl,Yes
LEC002,,Business: Information Systems,53706,18.52043,73.856743,green pepper,dog,No,night owl,Yes
LEC002,,Computer Science,53706,29.424122,-98.493629,none (just cheese),dog,No,no preference,Yes
LEC002,20,Engineering: Mechanical,53703,41.05995,-80.32312,basil/spinach,dog,Yes,night owl,Maybe
LEC006,19,Statistics,53715,3.139003,101.686852,mushroom,cat,No,no preference,Maybe
LEC005,18,Data Science,53706,52.370216,4.895168,basil/spinach,dog,No,night owl,Yes
LEC006,19,Engineering: Industrial,53706,41.878113,-87.629799,pepperoni,dog,No,no preference,Maybe
LEC006,18,Business: Information Systems,53706,25.032969,121.565414,mushroom,dog,Yes,night owl,Yes
LEC001,17,Computer Science,53726,21.027763,105.83416,pepperoni,dog,No,early bird,Yes
LEC001,20,Business: Information Systems,53711,45.046799,-87.298149,sausage,cat,No,night owl,Yes
LEC005,25,Engineering: Other,53705,32.7157,-117.1611,mushroom,dog,No,no preference,Yes
LEC004,18,Engineering: Industrial,53706,19.896767,-155.582779,pepperoni,dog,Yes,night owl,Maybe
LEC005,18,Computer Science,53706,1.28217,103.865196,sausage,dog,No,night owl,Yes
LEC003,18,Engineering: Mechanical,53706,44.977753,-93.265015,pepperoni,dog,No,night owl,Yes
LEC004,20,Engineering: Mechanical,53715,23,90,green pepper,cat,No,no preference,Yes
LEC005,20,Data Science,53703,45.259546,-84.938476,mushroom,dog,Yes,night owl,Yes
LEC002,21,Science: Other,53703,41.878113,-87.629799,pineapple,dog,Yes,early bird,No
LEC004,19,Information science,53703,40.712776,-74.005974,pineapple,cat,Yes,early bird,Maybe
LEC001,19,Engineering: Mechanical,53715,64.126518,-21.817438,pepperoni,dog,No,night owl,Yes
LEC003,,Business: Other,53706,42.360081,-71.058884,sausage,cat,Yes,night owl,No
LEC002,31,Geoscience,53703,-41.126621,-73.059303,pepperoni,cat,No,night owl,Yes
LEC003,18,Engineering: Biomedical,53706,45.17099,-87.16494,Other,dog,No,night owl,Maybe
LEC002,18,Engineering: Mechanical,53706,37.774929,-122.419418,Other,dog,Yes,no preference,Yes
LEC004,,Computer Science,53715,39.70698,-86.0862,mushroom,cat,No,night owl,Yes
LEC005,20,Science: Biology/Life,53703,44.276402,-88.26989,macaroni/pasta,cat,No,no preference,Maybe
LEC002,19,Science: Biology/Life,53703,51.492519,-0.25852,sausage,dog,Yes,no preference,Yes
LEC002,19,Data Science,53703,37.6,14.0154,none (just cheese),dog,No,night owl,Yes
LEC002,20,Engineering: Industrial,53715,46.685631,7.8562,Other,cat,No,night owl,Maybe
LEC002,22,Economics,53706,41.385063,2.173404,pineapple,cat,No,night owl,Maybe
LEC004,21,Engineering: Industrial,53703,41.878113,-87.629799,pepperoni,neither,Yes,early bird,No
LEC004,19,Engineering: Mechanical,53703,51.507351,-0.127758,none (just cheese),neither,No,no preference,Maybe
LEC006,18,Engineering: Mechanical,53706,41.077747,1.131593,sausage,dog,No,no preference,Maybe
LEC006,18,Engineering: Mechanical,53706,43.526,5.445,basil/spinach,dog,Yes,no preference,Yes
LEC003,22,Economics,53715,43.073051,-89.40123,pepperoni,dog,Yes,early bird,Yes
LEC005,18,Engineering: Industrial,53706,43.085369,-88.912086,sausage,dog,No,night owl,Maybe
LEC002,19,Statistics,53703,43.769562,11.255814,basil/spinach,dog,No,no preference,Yes
LEC001,20,Computer Science,53715,20.880947,-156.681862,sausage,dog,No,night owl,Yes
LEC003,19,Mathematics/AMEP,53703,64.963051,-19.020836,basil/spinach,dog,No,no preference,Yes
LEC005,18,Undecided,53706,43.073929,-89.385239,sausage,dog,Yes,early bird,Yes
LEC003,18,Business: Information Systems,53706,25.204849,55.270782,none (just cheese),dog,No,night owl,No
LEC003,21,Economics,53703,39.904,116.407,pepperoni,cat,No,night owl,No
LEC004,18,Engineering: Mechanical,53706,39.739235,-104.99025,pepperoni,cat,Yes,no preference,Maybe
LEC004,21,Science: Biology/Life,53726,43,89,pepperoni,dog,Yes,night owl,Yes
LEC003,19,Data Science,53715,43.073051,-89.40123,none (just cheese),dog,No,early bird,Maybe
LEC002,19,Business: Other|accounting,53703,43.38,-87.9,sausage,neither,No,night owl,Yes
LEC002,18,Science: Biology/Life,53706,40.122,25.4988,sausage,dog,No,early bird,No
LEC005,20,Engineering: Mechanical,53715,39.904202,116.407394,sausage,dog,No,night owl,Yes
LEC001,19,Engineering: Mechanical,53703,-37.813629,144.963058,sausage,dog,Yes,night owl,Yes
LEC005,21,Economics,53715,46.81,-71.21,pepperoni,cat,No,night owl,Yes
LEC004,19,Engineering: Mechanical,53715,52.370216,4.895168,mushroom,dog,Yes,night owl,Yes
LEC001,21,Mathematics/AMEP,53703,34.29006,108.932941,basil/spinach,dog,No,early bird,Yes
LEC005,21,Engineering: Mechanical,53726,43.804801,-91.226075,pepperoni,dog,Yes,night owl,Yes
LEC002,18,Data Science,53703,32.715736,-117.161087,none (just cheese),cat,Yes,night owl,Maybe
LEC004,18,Engineering: Mechanical,53706,20.92674,-156.69386,pepperoni,dog,No,night owl,Maybe
LEC003,18,Data Science,53706,47.606209,-122.332069,pepperoni,dog,No,early bird,Yes
LEC005,21,Computer Science,53703,43.07515,-89.3958,sausage,neither,Yes,night owl,Yes
LEC001,19,Engineering: Mechanical,53562,43.096851,-89.511528,sausage,dog,No,night owl,No
LEC003,19,Engineering: Mechanical,53715,20.924325,-156.690102,sausage,cat,Yes,night owl,No
LEC005,20,Data Science,53703,25.0838,77.3212,pepperoni,dog,No,night owl,Maybe
LEC003,21,Business: Actuarial,53715,43.073051,-89.40123,pineapple,cat,Yes,night owl,Yes
LEC001,,Computer Science,53715,31.469279,119.765621,pepperoni,dog,No,night owl,Maybe
LEC005,19,Engineering: Mechanical,53715,43.769562,11.255814,basil/spinach,neither,No,early bird,No
LEC001,21,Science: Chemistry,53715,38.892059,-77.019913,pepperoni,neither,No,night owl,Yes
LEC002,19,Business: Finance,53715,42.360081,-71.058884,mushroom,dog,Yes,night owl,Yes
LEC001,18,Data Science,53703,24.713552,46.675297,none (just cheese),neither,No,night owl,Yes
LEC003,19,Business: Actuarial,53715,60.391262,5.322054,pepperoni,dog,No,early bird,No
LEC003,19,Data Science,53715,23.697809,120.960518,pepperoni,cat,No,night owl,Yes
LEC003,18,Data Science,53706,40.712776,74.005974,pineapple,dog,Yes,early bird,No
LEC004,19,Engineering: Mechanical,53703,45.126887,-94.528067,sausage,dog,No,night owl,Maybe
LEC002,21,Science: Biology/Life,53715,48.208176,16.373819,Other,dog,Yes,night owl,No
LEC006,18,Engineering: Mechanical,53706,44.0628,-121.30451,pepperoni,dog,No,night owl,Yes
LEC003,21,Statistics,53703,31.230391,121.473701,pineapple,cat,Yes,night owl,Yes
LEC005,21,Economics,53703,47.62772,-122.51368,macaroni/pasta,cat,No,no preference,No
LEC003,19,Engineering: Mechanical,53715,65.68204,-18.090534,sausage,cat,No,no preference,No
LEC004,21,Economics,53715,48.856613,2.352222,basil/spinach,dog,Yes,night owl,No
LEC001,18,Engineering: Biomedical,53706,33.501324,-111.925278,pineapple,dog,Yes,early bird,No
LEC005,18,Data Science,53706,14.77046,-91.183189,mushroom,cat,No,night owl,Maybe
LEC002,18,Engineering: Industrial,53706,10.480594,-66.903603,mushroom,neither,No,night owl,Maybe
LEC004,21,Engineering: Mechanical,53715,48.856613,2.352222,mushroom,cat,Yes,night owl,Yes
LEC001,19,Science: Biology/Life,53706,20.788602,-156.003662,green pepper,dog,Yes,no preference,No
LEC006,18,Data Science,53706,36.59239,-121.86875,pepperoni,cat,No,night owl,Maybe
LEC002,,Engineering: Industrial,53705,47.6,-122.33,sausage,dog,No,early bird,No
